"declarationDate","state","placeCode","disasterNumber","title"
"2015-06-25T14:08:00 -04:00","NE",99057,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99169,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99095,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99067,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99111,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99109,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99129,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99123,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99151,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-25T14:08:00 -04:00","NE",99131,4225,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99099,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99019,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99071,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99101,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99073,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99051,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99061,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99091,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-06-26T11:37:00 -04:00","AR",99057,4226,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-05-26T13:31:00 -04:00","OK",99105,4222,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-07T20:55:00 -04:00","WY",99031,4227,"SEVERE STORMS AND FLOODING"
"2015-07-07T20:55:00 -04:00","WY",99001,4227,"SEVERE STORMS AND FLOODING"
"2015-07-16T14:32:00 -04:00","CO",99125,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99009,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99039,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99041,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99043,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99075,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99087,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99101,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99109,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99115,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-16T14:32:00 -04:00","CO",99121,4229,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-07-20T16:00:00 -04:00","KS",99027,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99189,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99113,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99005,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99031,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99197,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99081,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99121,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99029,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99077,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99013,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99043,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99085,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99131,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99127,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99201,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99049,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99139,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99017,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99015,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99087,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99133,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99021,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99115,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99059,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99157,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99019,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99111,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99149,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99069,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99117,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-22T15:30:00 -04:00","NJ",99015,4231,"SEVERE STORM"
"2015-05-29T23:02:00 -04:00","TX",99123,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99427,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99439,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99237,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99177,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99395,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-04-30T17:35:00 -04:00","KY",99145,4216,"SEVERE WINTER STORMS, SNOWSTORMS, FLOODING, LANDSLIDES, AND MUDSLIDES "
"2015-07-30T17:00:00 -04:00","SD",99017,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",99087,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",99113,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",14860,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",99065,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",99073,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-29T19:55:00 -04:00","VT",99001,4232,"SEVERE STORM AND FLOODING"
"2015-07-29T19:55:00 -04:00","VT",99007,4232,"SEVERE STORM AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",39220,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",99015,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-30T17:00:00 -04:00","SD",99085,4233,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99077,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99111,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99101,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99125,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99007,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99117,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99051,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99181,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99185,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99049,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-31T14:58:00 -04:00","IA",99135,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99131,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99503,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99451,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-05-29T23:02:00 -04:00","TX",99309,4223,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING"
"2015-08-05T19:54:00 -04:00","MP",99110,4235,"TYPHOON SOUDELOR"
"2015-08-05T19:54:00 -04:00","MP",99100,4235,"TYPHOON SOUDELOR"
"2015-08-05T19:54:00 -04:00","MP",99120,4235,"TYPHOON SOUDELOR"
"2015-08-07T15:37:00 -04:00","WV",99045,4236,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-08-07T15:37:00 -04:00","WV",99107,4236,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2015-08-07T20:00:00 -04:00","MO",99081,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99005,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99047,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99139,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99117,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99195,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99007,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99049,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99083,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99115,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99177,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99015,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99199,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99227,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99013,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99087,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99121,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99197,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99025,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99061,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99103,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99205,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99021,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99101,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99127,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99159,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99001,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99135,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99107,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99041,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99063,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99165,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99003,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99045,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99075,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99111,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99137,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99171,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99211,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-07-20T16:00:00 -04:00","KS",99079,4230,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99147,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-08-07T20:00:00 -04:00","MO",99095,4238,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99063,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99047,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99071,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99065,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99007,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99059,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99001,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99039,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99081,4241,"SEVERE STORMS AND FLOODING"
"2015-10-20T19:05:00 -04:00","WA",14240,4243,"WILDFIRES AND MUDSLIDES"
"2015-10-20T19:05:00 -04:00","WA",99047,4243,"WILDFIRES AND MUDSLIDES"
"2015-10-20T19:05:00 -04:00","WA",99077,4243,"WILDFIRES AND MUDSLIDES"
"2015-10-05T18:30:00 -04:00","SC",99003,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99057,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99045,4241,"SEVERE STORMS AND FLOODING"
"2015-10-05T18:30:00 -04:00","SC",99083,4241,"SEVERE STORMS AND FLOODING"
"2015-10-30T17:44:00 -04:00","AK",99185,4244,"SEVERE STORM"
"2015-11-25T11:00:00 -05:00","TX",99493,4245,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2015-12-29T18:00:00 -05:00","OK",99109,4247,"SEVERE WINTER STORMS AND FLOODING"
"2016-01-04T13:02:00 -05:00","MS",99139,4248,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-04T13:02:00 -05:00","MS",99009,4248,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-04T13:02:00 -05:00","MS",99093,4248,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-15T19:27:00 -05:00","WA",99075,4249,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2016-01-15T19:27:00 -05:00","WA",99007,4249,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2016-01-15T19:27:00 -05:00","WA",99037,4249,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2016-01-15T19:27:00 -05:00","WA",99061,4249,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2016-01-15T19:27:00 -05:00","WA",99023,4249,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2016-01-15T19:27:00 -05:00","WA",99029,4249,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2016-01-15T19:27:00 -05:00","WA",99065,4249,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES"
"2016-01-21T18:18:00 -05:00","MO",99031,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99077,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99201,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99113,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99183,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99085,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99187,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99167,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99105,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T18:18:00 -05:00","MO",99186,4250,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99017,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99033,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99001,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99059,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99045,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99093,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99075,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99113,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99019,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99005,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99035,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99061,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99079,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99049,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99095,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99115,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99009,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99027,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99051,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
"2016-01-21T20:30:00 -05:00","AL",99039,4251,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING"
